datetime,open,high,low,close
2026-03-02 00:00:00,0.56147,0.56254,0.56144,0.56216
2026-03-02 01:00:00,0.56216,0.56326,0.56161,0.56294
2026-03-02 02:00:00,0.56296,0.56324,0.56258,0.56301
2026-03-02 03:00:00,0.56301,0.56364,0.56292,0.56306
2026-03-02 04:00:00,0.56306,0.56327,0.56281,0.56295
2026-03-02 05:00:00,0.56296,0.56304,0.56278,0.56296
2026-03-02 06:00:00,0.56296,0.56312,0.56284,0.56284
2026-03-02 07:00:00,0.56284,0.56319,0.56273,0.56284
2026-03-02 08:00:00,0.56284,0.5639,0.56283,0.56385
2026-03-02 09:00:00,0.56385,0.56608,0.56377,0.56572
2026-03-02 10:00:00,0.56571,0.566,0.56521,0.56532
2026-03-02 11:00:00,0.56532,0.56552,0.56487,0.56551
2026-03-02 12:00:00,0.56552,0.56624,0.56518,0.56615
2026-03-02 13:00:00,0.56614,0.56742,0.56604,0.56739
2026-03-02 14:00:00,0.56739,0.56953,0.56739,0.56909
2026-03-02 15:00:00,0.56909,0.57022,0.56866,0.56871
2026-03-02 16:00:00,0.5687,0.56949,0.56838,0.56878
2026-03-02 17:00:00,0.569,0.57003,0.56887,0.56944
2026-03-02 18:00:00,0.56944,0.56995,0.56867,0.56881
2026-03-02 19:00:00,0.56881,0.56883,0.56788,0.56799
2026-03-02 20:00:00,0.56799,0.56889,0.56794,0.56878
2026-03-02 21:00:00,0.56879,0.56953,0.56874,0.56946
2026-03-02 22:00:00,0.56947,0.57028,0.5694,0.57011
2026-03-02 23:00:00,0.57011,0.5702,0.56961,0.56966
2026-03-03 00:00:00,0.56926,0.56962,0.56854,0.56944
2026-03-03 01:00:00,0.56944,0.56965,0.56926,0.56954
2026-03-03 02:00:00,0.56954,0.57021,0.56952,0.56998
2026-03-03 03:00:00,0.56996,0.57023,0.56972,0.56995
2026-03-03 04:00:00,0.56996,0.57053,0.56986,0.5705
2026-03-03 05:00:00,0.57049,0.57094,0.57046,0.57077
2026-03-03 06:00:00,0.57077,0.57119,0.57069,0.57113
2026-03-03 07:00:00,0.57112,0.57147,0.57107,0.57129
2026-03-03 08:00:00,0.57128,0.57146,0.57108,0.57126
2026-03-03 09:00:00,0.57126,0.57251,0.57119,0.57227
2026-03-03 10:00:00,0.57226,0.5733,0.57211,0.5726
2026-03-03 11:00:00,0.5726,0.57371,0.57247,0.57357
2026-03-03 12:00:00,0.57358,0.57421,0.57341,0.57409
2026-03-03 13:00:00,0.57409,0.57426,0.57346,0.57383
2026-03-03 14:00:00,0.57383,0.57437,0.57278,0.57292
2026-03-03 15:00:00,0.57292,0.57346,0.57262,0.57286
2026-03-03 16:00:00,0.57286,0.5732,0.57137,0.57141
2026-03-03 17:00:00,0.57141,0.57321,0.57109,0.57272
2026-03-03 18:00:00,0.57272,0.57291,0.57211,0.57286
2026-03-03 19:00:00,0.57286,0.57313,0.57197,0.57239
2026-03-03 20:00:00,0.5724,0.57271,0.57192,0.57201
2026-03-03 21:00:00,0.572,0.57238,0.57159,0.57175
2026-03-03 22:00:00,0.57175,0.57183,0.57135,0.5714
2026-03-03 23:00:00,0.57141,0.57166,0.57116,0.57148
2026-03-04 00:00:00,0.57196,0.57213,0.57091,0.57138
2026-03-04 01:00:00,0.57136,0.57205,0.57118,0.57181
2026-03-04 02:00:00,0.5718,0.57186,0.57121,0.57158
2026-03-04 03:00:00,0.57157,0.57184,0.57124,0.57133
2026-03-04 04:00:00,0.57134,0.57151,0.57099,0.57107
2026-03-04 05:00:00,0.57108,0.57108,0.57046,0.57062
2026-03-04 06:00:00,0.57063,0.57091,0.57028,0.57084
2026-03-04 07:00:00,0.57084,0.57135,0.57077,0.5711
2026-03-04 08:00:00,0.5711,0.57131,0.57038,0.5707
2026-03-04 09:00:00,0.5707,0.5713,0.57039,0.57123
2026-03-04 10:00:00,0.57124,0.5723,0.57106,0.57181
2026-03-04 11:00:00,0.57181,0.57287,0.5716,0.57284
2026-03-04 12:00:00,0.57284,0.57292,0.57124,0.57134
2026-03-04 13:00:00,0.57134,0.57152,0.57084,0.57125
2026-03-04 14:00:00,0.57125,0.57147,0.57077,0.57103
2026-03-04 15:00:00,0.57103,0.57115,0.57055,0.57098
2026-03-04 16:00:00,0.57098,0.5712,0.57002,0.57078
2026-03-04 17:00:00,0.57077,0.57173,0.57072,0.57097
2026-03-04 18:00:00,0.57096,0.57118,0.57036,0.57076
2026-03-04 19:00:00,0.57077,0.57084,0.57056,0.5707
2026-03-04 20:00:00,0.5707,0.57087,0.57044,0.57067
2026-03-04 21:00:00,0.57067,0.57119,0.57044,0.57117
2026-03-04 22:00:00,0.57115,0.57153,0.57091,0.57105
2026-03-04 23:00:00,0.57104,0.57151,0.57091,0.57091
2026-03-05 00:00:00,0.5711,0.57192,0.57026,0.57096
2026-03-05 01:00:00,0.57092,0.57133,0.57074,0.57108
2026-03-05 02:00:00,0.57108,0.57116,0.57085,0.57091
2026-03-05 03:00:00,0.57091,0.57125,0.57087,0.57114
2026-03-05 04:00:00,0.57114,0.57154,0.57109,0.57141
2026-03-05 05:00:00,0.57141,0.57149,0.57126,0.57134
2026-03-05 06:00:00,0.57134,0.57163,0.5713,0.5716
2026-03-05 07:00:00,0.57162,0.57206,0.57139,0.57197
2026-03-05 08:00:00,0.57197,0.57223,0.57141,0.57167
2026-03-05 09:00:00,0.57169,0.57238,0.57168,0.57198
2026-03-05 10:00:00,0.57197,0.57205,0.5715,0.57186
2026-03-05 11:00:00,0.57185,0.57214,0.57058,0.57083
2026-03-05 12:00:00,0.57083,0.57208,0.57056,0.57208
2026-03-05 13:00:00,0.57208,0.57246,0.57169,0.5723
2026-03-05 14:00:00,0.57229,0.57286,0.57144,0.57259
2026-03-05 15:00:00,0.57259,0.57311,0.57241,0.57256
2026-03-05 16:00:00,0.57256,0.57256,0.57152,0.57222
2026-03-05 17:00:00,0.57222,0.5723,0.5712,0.57145
2026-03-05 18:00:00,0.57146,0.57167,0.57076,0.57104
2026-03-05 19:00:00,0.57104,0.5713,0.57075,0.57108
2026-03-05 20:00:00,0.57107,0.57174,0.57085,0.57165
2026-03-05 21:00:00,0.57166,0.57241,0.57152,0.57227
2026-03-05 22:00:00,0.57227,0.57231,0.57108,0.57139
2026-03-05 23:00:00,0.5714,0.57148,0.57096,0.57097
2026-03-06 00:00:00,0.57098,0.57128,0.57042,0.57066
2026-03-06 01:00:00,0.57054,0.57148,0.57037,0.57111
2026-03-06 02:00:00,0.57111,0.5714,0.57109,0.57133
2026-03-06 03:00:00,0.57133,0.57156,0.57116,0.57147
2026-03-06 04:00:00,0.57148,0.57162,0.5712,0.57125
2026-03-06 05:00:00,0.57125,0.57134,0.57113,0.57129
2026-03-06 06:00:00,0.57129,0.57138,0.57113,0.57134
2026-03-06 07:00:00,0.57134,0.57164,0.57129,0.57157
2026-03-06 08:00:00,0.57157,0.57172,0.57137,0.57137
2026-03-06 09:00:00,0.57138,0.57162,0.57094,0.57094
2026-03-06 10:00:00,0.57093,0.57172,0.5709,0.57135
2026-03-06 11:00:00,0.57134,0.57208,0.57118,0.57208
2026-03-06 12:00:00,0.57208,0.5722,0.57156,0.57208
2026-03-06 13:00:00,0.57208,0.5724,0.57192,0.57215
2026-03-06 14:00:00,0.57215,0.57285,0.57206,0.57282
2026-03-06 15:00:00,0.57282,0.5731,0.57125,0.57273
2026-03-06 16:00:00,0.57273,0.57294,0.57053,0.57108
2026-03-06 17:00:00,0.57107,0.57243,0.5707,0.57211
2026-03-06 18:00:00,0.57211,0.57212,0.5713,0.57188
2026-03-06 19:00:00,0.57188,0.57195,0.57098,0.57172
2026-03-06 20:00:00,0.57171,0.57192,0.57108,0.5718
2026-03-06 21:00:00,0.5718,0.57198,0.57168,0.57197
2026-03-06 22:00:00,0.57196,0.57221,0.5718,0.57184
2026-03-06 23:00:00,0.57183,0.57228,0.57167,0.57171
2026-03-09 00:00:00,0.57256,0.57291,0.57115,0.57229
2026-03-09 01:00:00,0.57229,0.57526,0.57229,0.57379
2026-03-09 02:00:00,0.5738,0.57445,0.57368,0.57429
2026-03-09 03:00:00,0.57428,0.57483,0.57394,0.57481
2026-03-09 04:00:00,0.57481,0.5757,0.5747,0.57568
2026-03-09 05:00:00,0.57569,0.57597,0.57555,0.57583
2026-03-09 06:00:00,0.57582,0.57628,0.57574,0.57615
2026-03-09 07:00:00,0.57616,0.57618,0.57582,0.57598
2026-03-09 08:00:00,0.57598,0.57603,0.5745,0.57458
2026-03-09 09:00:00,0.57459,0.57555,0.57452,0.57542
2026-03-09 10:00:00,0.57542,0.57601,0.57376,0.57418
2026-03-09 11:00:00,0.57414,0.57504,0.57369,0.57483
2026-03-09 12:00:00,0.57484,0.57517,0.57418,0.57513
2026-03-09 13:00:00,0.57513,0.5756,0.57477,0.57513
2026-03-09 14:00:00,0.57513,0.57594,0.57484,0.57544
2026-03-09 15:00:00,0.57544,0.57544,0.57411,0.57454
2026-03-09 16:00:00,0.57454,0.57466,0.57353,0.57389
2026-03-09 17:00:00,0.57388,0.57483,0.57369,0.57371
2026-03-09 18:00:00,0.5737,0.57377,0.5727,0.57362
2026-03-09 19:00:00,0.57362,0.57418,0.57324,0.57396
2026-03-09 20:00:00,0.57396,0.57424,0.57375,0.57404
2026-03-09 21:00:00,0.57403,0.57458,0.57357,0.57453
2026-03-09 22:00:00,0.57452,0.57457,0.57211,0.57291
2026-03-09 23:00:00,0.57291,0.57294,0.57186,0.57189
2026-03-10 00:00:00,0.57242,0.57243,0.57151,0.57202
2026-03-10 01:00:00,0.57202,0.57257,0.57202,0.5723
2026-03-10 02:00:00,0.57229,0.57254,0.57215,0.57252
2026-03-10 03:00:00,0.57253,0.57253,0.57142,0.57176
2026-03-10 04:00:00,0.57179,0.57211,0.57159,0.57175
2026-03-10 05:00:00,0.57176,0.57193,0.57149,0.57188
2026-03-10 06:00:00,0.57188,0.57222,0.57186,0.57214
2026-03-10 07:00:00,0.57215,0.57246,0.57212,0.57245
2026-03-10 08:00:00,0.57245,0.57247,0.57205,0.57239
2026-03-10 09:00:00,0.57239,0.57246,0.57206,0.57237
2026-03-10 10:00:00,0.57237,0.57252,0.57151,0.57152
2026-03-10 11:00:00,0.57152,0.57161,0.57087,0.57137
2026-03-10 12:00:00,0.57137,0.57144,0.57087,0.57095
2026-03-10 13:00:00,0.57094,0.57228,0.57093,0.57198
2026-03-10 14:00:00,0.57198,0.57228,0.57148,0.57205
2026-03-10 15:00:00,0.57205,0.57312,0.57195,0.57257
2026-03-10 16:00:00,0.57257,0.57257,0.57104,0.57164
2026-03-10 17:00:00,0.57164,0.57255,0.5716,0.57205
2026-03-10 18:00:00,0.57204,0.57237,0.57131,0.57158
2026-03-10 19:00:00,0.57158,0.57209,0.57146,0.57153
2026-03-10 20:00:00,0.57153,0.57258,0.57129,0.57246
2026-03-10 21:00:00,0.57246,0.57348,0.57238,0.57305
2026-03-10 22:00:00,0.57305,0.57362,0.57293,0.57331
2026-03-10 23:00:00,0.57331,0.57353,0.57306,0.57321
2026-03-11 00:00:00,0.5727,0.57325,0.57222,0.5729
2026-03-11 01:00:00,0.57248,0.57341,0.57239,0.57326
2026-03-11 02:00:00,0.57327,0.57328,0.57304,0.57316
2026-03-11 03:00:00,0.57317,0.57331,0.57287,0.57327
2026-03-11 04:00:00,0.57327,0.57356,0.57301,0.57306
2026-03-11 05:00:00,0.57306,0.57338,0.57298,0.57323
2026-03-11 06:00:00,0.57323,0.57339,0.57313,0.57321
2026-03-11 07:00:00,0.5732,0.5733,0.57298,0.57301
2026-03-11 08:00:00,0.57302,0.57315,0.57291,0.57308
2026-03-11 09:00:00,0.57308,0.57315,0.57266,0.57285
2026-03-11 10:00:00,0.57285,0.57348,0.57264,0.5734
2026-03-11 11:00:00,0.57341,0.57389,0.57317,0.57331
2026-03-11 12:00:00,0.57331,0.57408,0.57241,0.57358
2026-03-11 13:00:00,0.57357,0.5737,0.57311,0.57355
2026-03-11 14:00:00,0.57354,0.57439,0.5732,0.57409
2026-03-11 15:00:00,0.57411,0.57419,0.57281,0.57336
2026-03-11 16:00:00,0.57336,0.57393,0.573,0.57322
2026-03-11 17:00:00,0.57322,0.57381,0.57274,0.57366
2026-03-11 18:00:00,0.57366,0.57392,0.57302,0.57378
2026-03-11 19:00:00,0.57378,0.57404,0.57349,0.57395
2026-03-11 20:00:00,0.57395,0.57448,0.57378,0.57382
2026-03-11 21:00:00,0.57382,0.57402,0.57347,0.57375
2026-03-11 22:00:00,0.57374,0.57397,0.57355,0.57394
2026-03-11 23:00:00,0.57394,0.57423,0.57366,0.57416
2026-03-12 00:00:00,0.57356,0.57388,0.57246,0.57344
2026-03-12 01:00:00,0.57322,0.57451,0.57322,0.57435
2026-03-12 02:00:00,0.57435,0.57491,0.57427,0.57469
2026-03-12 03:00:00,0.57469,0.57501,0.57456,0.57499
2026-03-12 04:00:00,0.57499,0.57515,0.57485,0.57513
